"","Data Series","Time","Imports"
"1491","Latvia (Thousand Dollars)","2020 May",1185
"1492","Latvia (Thousand Dollars)","2020 Apr",1425
"1493","Latvia (Thousand Dollars)","2020 Mar",1861
"1494","Latvia (Thousand Dollars)","2020 Feb",885
"1495","Latvia (Thousand Dollars)","2020 Jan",1331
"1496","Latvia (Thousand Dollars)","2019 Dec",1056
"1497","Latvia (Thousand Dollars)","2019 Nov",2367
"1498","Latvia (Thousand Dollars)","2019 Oct",2518
"1499","Latvia (Thousand Dollars)","2019 Sep",3597
"1500","Latvia (Thousand Dollars)","2019 Aug",3413
"1501","Latvia (Thousand Dollars)","2019 Jul",3147
"1502","Latvia (Thousand Dollars)","2019 Jun",4638
"1503","Latvia (Thousand Dollars)","2019 May",3052
"1504","Latvia (Thousand Dollars)","2019 Apr",3249
"1505","Latvia (Thousand Dollars)","2019 Mar",2026
"1506","Latvia (Thousand Dollars)","2019 Feb",2154
"1507","Latvia (Thousand Dollars)","2019 Jan",2818
"1508","Latvia (Thousand Dollars)","2018 Dec",3503
"1509","Latvia (Thousand Dollars)","2018 Nov",76519
"1510","Latvia (Thousand Dollars)","2018 Oct",3228
"1511","Latvia (Thousand Dollars)","2018 Sep",154422
"1512","Latvia (Thousand Dollars)","2018 Aug",75901
"1513","Latvia (Thousand Dollars)","2018 Jul",3294
"1514","Latvia (Thousand Dollars)","2018 Jun",68737
"1515","Latvia (Thousand Dollars)","2018 May",2796
"1516","Latvia (Thousand Dollars)","2018 Apr",1102
"1517","Latvia (Thousand Dollars)","2018 Mar",1883
"1518","Latvia (Thousand Dollars)","2018 Feb",660
"1519","Latvia (Thousand Dollars)","2018 Jan",1875
"1520","Lithuania (Thousand Dollars)","2022 Jan",52056
"1521","Lithuania (Thousand Dollars)","2021 Dec",7758
"1522","Lithuania (Thousand Dollars)","2021 Nov",8029
"1523","Lithuania (Thousand Dollars)","2021 Oct",38070
"1524","Lithuania (Thousand Dollars)","2021 Sep",13052
"1525","Lithuania (Thousand Dollars)","2021 Aug",61180
"1526","Lithuania (Thousand Dollars)","2021 Jul",11845
"1527","Lithuania (Thousand Dollars)","2021 Jun",12598
"1528","Lithuania (Thousand Dollars)","2021 May",11125
"1529","Lithuania (Thousand Dollars)","2021 Apr",10231
"1530","Lithuania (Thousand Dollars)","2021 Mar",57734
"1531","Lithuania (Thousand Dollars)","2021 Feb",10644
"1532","Lithuania (Thousand Dollars)","2021 Jan",14204
"1533","Lithuania (Thousand Dollars)","2020 Dec",7809
"1534","Lithuania (Thousand Dollars)","2020 Nov",12180
"1535","Lithuania (Thousand Dollars)","2020 Oct",8739
"1536","Lithuania (Thousand Dollars)","2020 Sep",10548
"1537","Lithuania (Thousand Dollars)","2020 Aug",10732
"1538","Lithuania (Thousand Dollars)","2020 Jul",7116
"1539","Lithuania (Thousand Dollars)","2020 Jun",10000
"1540","Lithuania (Thousand Dollars)","2020 May",10014
"1541","Lithuania (Thousand Dollars)","2020 Apr",9946
"1542","Lithuania (Thousand Dollars)","2020 Mar",8567
"1543","Lithuania (Thousand Dollars)","2020 Feb",7184
"1544","Lithuania (Thousand Dollars)","2020 Jan",22159
"1545","Lithuania (Thousand Dollars)","2019 Dec",8211
"1546","Lithuania (Thousand Dollars)","2019 Nov",10114
"1547","Lithuania (Thousand Dollars)","2019 Oct",7517
"1548","Lithuania (Thousand Dollars)","2019 Sep",12513
"1549","Lithuania (Thousand Dollars)","2019 Aug",7171
"1550","Lithuania (Thousand Dollars)","2019 Jul",110630
"1551","Lithuania (Thousand Dollars)","2019 Jun",11395
"1552","Lithuania (Thousand Dollars)","2019 May",7462
"1553","Lithuania (Thousand Dollars)","2019 Apr",9976
"1554","Lithuania (Thousand Dollars)","2019 Mar",21207
"1555","Lithuania (Thousand Dollars)","2019 Feb",10488
"1556","Lithuania (Thousand Dollars)","2019 Jan",13750
"1557","Lithuania (Thousand Dollars)","2018 Dec",21822
"1558","Lithuania (Thousand Dollars)","2018 Nov",14151
"1559","Lithuania (Thousand Dollars)","2018 Oct",12903
"1560","Lithuania (Thousand Dollars)","2018 Sep",52234
"1561","Lithuania (Thousand Dollars)","2018 Aug",43193
"1562","Lithuania (Thousand Dollars)","2018 Jul",39097
"1563","Lithuania (Thousand Dollars)","2018 Jun",134240
"1564","Lithuania (Thousand Dollars)","2018 May",67640
"1565","Lithuania (Thousand Dollars)","2018 Apr",6151
"1566","Lithuania (Thousand Dollars)","2018 Mar",46956
"1567","Lithuania (Thousand Dollars)","2018 Feb",33452
"1568","Lithuania (Thousand Dollars)","2018 Jan",76620
"1569","Slovenia (Thousand Dollars)","2022 Jan",5566
"1570","Slovenia (Thousand Dollars)","2021 Dec",8420
"1571","Slovenia (Thousand Dollars)","2021 Nov",7839
"1572","Slovenia (Thousand Dollars)","2021 Oct",7535
"1573","Slovenia (Thousand Dollars)","2021 Sep",6895
"1574","Slovenia (Thousand Dollars)","2021 Aug",7567
"1575","Slovenia (Thousand Dollars)","2021 Jul",6739
"1576","Slovenia (Thousand Dollars)","2021 Jun",9319
"1577","Slovenia (Thousand Dollars)","2021 May",7463
"1578","Slovenia (Thousand Dollars)","2021 Apr",6274
"1579","Slovenia (Thousand Dollars)","2021 Mar",5945
"1580","Slovenia (Thousand Dollars)","2021 Feb",4852
"1581","Slovenia (Thousand Dollars)","2021 Jan",5404
"1582","Slovenia (Thousand Dollars)","2020 Dec",4797
"1583","Slovenia (Thousand Dollars)","2020 Nov",4560
"1584","Slovenia (Thousand Dollars)","2020 Oct",4601
"1585","Slovenia (Thousand Dollars)","2020 Sep",4417
"1586","Slovenia (Thousand Dollars)","2020 Aug",5942
"1587","Slovenia (Thousand Dollars)","2020 Jul",6289
"1588","Slovenia (Thousand Dollars)","2020 Jun",4166
"1589","Slovenia (Thousand Dollars)","2020 May",8059
"1590","Slovenia (Thousand Dollars)","2020 Apr",5607
"1591","Slovenia (Thousand Dollars)","2020 Mar",6647
"1592","Slovenia (Thousand Dollars)","2020 Feb",3840
"1593","Slovenia (Thousand Dollars)","2020 Jan",4095
"1594","Slovenia (Thousand Dollars)","2019 Dec",6268
"1595","Slovenia (Thousand Dollars)","2019 Nov",4382
"1596","Slovenia (Thousand Dollars)","2019 Oct",6058
"1597","Slovenia (Thousand Dollars)","2019 Sep",9827
"1598","Slovenia (Thousand Dollars)","2019 Aug",7556
"1599","Slovenia (Thousand Dollars)","2019 Jul",7268
"1600","Slovenia (Thousand Dollars)","2019 Jun",7107
"1601","Slovenia (Thousand Dollars)","2019 May",9747
"1602","Slovenia (Thousand Dollars)","2019 Apr",9247
"1603","Slovenia (Thousand Dollars)","2019 Mar",7916
"1604","Slovenia (Thousand Dollars)","2019 Feb",6797
"1605","Slovenia (Thousand Dollars)","2019 Jan",7206
"1606","Slovenia (Thousand Dollars)","2018 Dec",9569
"1607","Slovenia (Thousand Dollars)","2018 Nov",6110
"1608","Slovenia (Thousand Dollars)","2018 Oct",9569
"1609","Slovenia (Thousand Dollars)","2018 Sep",6411
"1610","Slovenia (Thousand Dollars)","2018 Aug",7828
"1611","Slovenia (Thousand Dollars)","2018 Jul",7527
"1612","Slovenia (Thousand Dollars)","2018 Jun",5376
"1613","Slovenia (Thousand Dollars)","2018 May",12618
"1614","Slovenia (Thousand Dollars)","2018 Apr",6459
"1615","Slovenia (Thousand Dollars)","2018 Mar",5498
"1616","Slovenia (Thousand Dollars)","2018 Feb",5552
"1617","Slovenia (Thousand Dollars)","2018 Jan",9773
"1618","Czech Republic (Thousand Dollars)","2022 Jan",74799
"1619","Czech Republic (Thousand Dollars)","2021 Dec",78196
"1620","Czech Republic (Thousand Dollars)","2021 Nov",64292
"1621","Czech Republic (Thousand Dollars)","2021 Oct",94433
"1622","Czech Republic (Thousand Dollars)","2021 Sep",91353
"1623","Czech Republic (Thousand Dollars)","2021 Aug",64538
"1624","Czech Republic (Thousand Dollars)","2021 Jul",82631
"1625","Czech Republic (Thousand Dollars)","2021 Jun",79418
"1626","Czech Republic (Thousand Dollars)","2021 May",83723
"1627","Czech Republic (Thousand Dollars)","2021 Apr",75405
"1628","Czech Republic (Thousand Dollars)","2021 Mar",79133
"1629","Czech Republic (Thousand Dollars)","2021 Feb",53948
"1630","Czech Republic (Thousand Dollars)","2021 Jan",75602
"1631","Czech Republic (Thousand Dollars)","2020 Dec",71090
"1632","Czech Republic (Thousand Dollars)","2020 Nov",89800
"1633","Czech Republic (Thousand Dollars)","2020 Oct",64058
"1634","Czech Republic (Thousand Dollars)","2020 Sep",60861
"1635","Czech Republic (Thousand Dollars)","2020 Aug",46974
"1636","Czech Republic (Thousand Dollars)","2020 Jul",72329
"1637","Czech Republic (Thousand Dollars)","2020 Jun",69463
"1638","Czech Republic (Thousand Dollars)","2020 May",60816
"1639","Czech Republic (Thousand Dollars)","2020 Apr",71541
"1640","Czech Republic (Thousand Dollars)","2020 Mar",54120
"1641","Czech Republic (Thousand Dollars)","2020 Feb",61038
"1642","Czech Republic (Thousand Dollars)","2020 Jan",61739
"1643","Czech Republic (Thousand Dollars)","2019 Dec",71881
"1644","Czech Republic (Thousand Dollars)","2019 Nov",68908
"1645","Czech Republic (Thousand Dollars)","2019 Oct",68774
"1646","Czech Republic (Thousand Dollars)","2019 Sep",63001
"1647","Czech Republic (Thousand Dollars)","2019 Aug",55166
"1648","Czech Republic (Thousand Dollars)","2019 Jul",57884
"1649","Czech Republic (Thousand Dollars)","2019 Jun",43938
"1650","Czech Republic (Thousand Dollars)","2019 May",50969
"1651","Czech Republic (Thousand Dollars)","2019 Apr",56215
"1652","Czech Republic (Thousand Dollars)","2019 Mar",58249
"1653","Czech Republic (Thousand Dollars)","2019 Feb",41966
"1654","Czech Republic (Thousand Dollars)","2019 Jan",55558
"1655","Czech Republic (Thousand Dollars)","2018 Dec",60690
"1656","Czech Republic (Thousand Dollars)","2018 Nov",46990
"1657","Czech Republic (Thousand Dollars)","2018 Oct",61290
"1658","Czech Republic (Thousand Dollars)","2018 Sep",58715
"1659","Czech Republic (Thousand Dollars)","2018 Aug",47808
"1660","Czech Republic (Thousand Dollars)","2018 Jul",51142
"1661","Czech Republic (Thousand Dollars)","2018 Jun",56604
"1662","Czech Republic (Thousand Dollars)","2018 May",70978
"1663","Czech Republic (Thousand Dollars)","2018 Apr",55882
"1664","Czech Republic (Thousand Dollars)","2018 Mar",49334
"1665","Czech Republic (Thousand Dollars)","2018 Feb",37373
"1666","Czech Republic (Thousand Dollars)","2018 Jan",40340
"1667","Slovak Republic (Slovakia) (Thousand Dollars)","2022 Jan",9865
"1668","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Dec",19244
"1669","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Nov",9600
"1670","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Oct",8960
"1671","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Sep",7722
"1672","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Aug",7641
"1673","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Jul",11291
"1674","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Jun",11325
"1675","Slovak Republic (Slovakia) (Thousand Dollars)","2021 May",10824
"1676","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Apr",10116
"1677","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Mar",9032
"1678","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Feb",7707
"1679","Slovak Republic (Slovakia) (Thousand Dollars)","2021 Jan",8307
"1680","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Dec",13720
"1681","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Nov",8318
"1682","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Oct",8711
"1683","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Sep",7723
"1684","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Aug",9106
"1685","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Jul",8090
"1686","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Jun",6745
"1687","Slovak Republic (Slovakia) (Thousand Dollars)","2020 May",7101
"1688","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Apr",12895
"1689","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Mar",11601
"1690","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Feb",8328
"1691","Slovak Republic (Slovakia) (Thousand Dollars)","2020 Jan",9510
"1692","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Dec",9545
"1693","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Nov",8252
"1694","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Oct",9474
"1695","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Sep",9211
"1696","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Aug",7928
"1697","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Jul",9917
"1698","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Jun",9608
"1699","Slovak Republic (Slovakia) (Thousand Dollars)","2019 May",9115
"1700","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Apr",12926
"1701","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Mar",9460
"1702","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Feb",8847
"1703","Slovak Republic (Slovakia) (Thousand Dollars)","2019 Jan",10457
"1704","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Dec",14958
"1705","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Nov",12824
"1706","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Oct",14970
"1707","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Sep",10566
"1708","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Aug",13987
"1709","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Jul",14395
"1710","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Jun",9388
"1711","Slovak Republic (Slovakia) (Thousand Dollars)","2018 May",10043
"1712","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Apr",9572
"1713","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Mar",6365
"1714","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Feb",6044
"1715","Slovak Republic (Slovakia) (Thousand Dollars)","2018 Jan",7727
"1716","Brunei Darussalam (Thousand Dollars)","2022 Jan",118376
"1717","Brunei Darussalam (Thousand Dollars)","2021 Dec",238510
"1718","Brunei Darussalam (Thousand Dollars)","2021 Nov",272043
"1719","Brunei Darussalam (Thousand Dollars)","2021 Oct",180268
"1720","Brunei Darussalam (Thousand Dollars)","2021 Sep",175584
"1721","Brunei Darussalam (Thousand Dollars)","2021 Aug",209182
"1722","Brunei Darussalam (Thousand Dollars)","2021 Jul",137283
"1723","Brunei Darussalam (Thousand Dollars)","2021 Jun",105693
"1724","Brunei Darussalam (Thousand Dollars)","2021 May",44843
"1725","Brunei Darussalam (Thousand Dollars)","2021 Apr",110472
"1726","Brunei Darussalam (Thousand Dollars)","2021 Mar",102303
"1727","Brunei Darussalam (Thousand Dollars)","2021 Feb",56593
"1728","Brunei Darussalam (Thousand Dollars)","2021 Jan",71088
"1729","Brunei Darussalam (Thousand Dollars)","2020 Dec",99093
"1730","Brunei Darussalam (Thousand Dollars)","2020 Nov",26766
"1731","Brunei Darussalam (Thousand Dollars)","2020 Oct",54504
"1732","Brunei Darussalam (Thousand Dollars)","2020 Sep",67999
"1733","Brunei Darussalam (Thousand Dollars)","2020 Aug",36769
"1734","Brunei Darussalam (Thousand Dollars)","2020 Jul",25927
"1735","Brunei Darussalam (Thousand Dollars)","2020 Jun",36456
"1736","Brunei Darussalam (Thousand Dollars)","2020 May",49763
"1737","Brunei Darussalam (Thousand Dollars)","2020 Apr",96185
"1738","Brunei Darussalam (Thousand Dollars)","2020 Mar",70923
"1739","Brunei Darussalam (Thousand Dollars)","2020 Feb",242796
"1740","Brunei Darussalam (Thousand Dollars)","2020 Jan",278270
"1741","Brunei Darussalam (Thousand Dollars)","2019 Dec",147838
"1742","Brunei Darussalam (Thousand Dollars)","2019 Nov",89518
"1743","Brunei Darussalam (Thousand Dollars)","2019 Oct",5498
"1744","Brunei Darussalam (Thousand Dollars)","2019 Sep",31851
"1745","Brunei Darussalam (Thousand Dollars)","2019 Aug",61257
"1746","Brunei Darussalam (Thousand Dollars)","2019 Jul",60552
"1747","Brunei Darussalam (Thousand Dollars)","2019 Jun",97741
"1748","Brunei Darussalam (Thousand Dollars)","2019 May",4889
"1749","Brunei Darussalam (Thousand Dollars)","2019 Apr",3828
"1750","Brunei Darussalam (Thousand Dollars)","2019 Mar",6103
"1751","Brunei Darussalam (Thousand Dollars)","2019 Feb",9447
"1752","Brunei Darussalam (Thousand Dollars)","2019 Jan",56660
"1753","Brunei Darussalam (Thousand Dollars)","2018 Dec",83322
"1754","Brunei Darussalam (Thousand Dollars)","2018 Nov",90118
"1755","Brunei Darussalam (Thousand Dollars)","2018 Oct",153545
"1756","Brunei Darussalam (Thousand Dollars)","2018 Sep",45812
"1757","Brunei Darussalam (Thousand Dollars)","2018 Aug",37330
"1758","Brunei Darussalam (Thousand Dollars)","2018 Jul",34011
"1759","Brunei Darussalam (Thousand Dollars)","2018 Jun",35407
"1760","Brunei Darussalam (Thousand Dollars)","2018 May",66546
"1761","Brunei Darussalam (Thousand Dollars)","2018 Apr",42835
"1762","Brunei Darussalam (Thousand Dollars)","2018 Mar",30781
"1763","Brunei Darussalam (Thousand Dollars)","2018 Feb",29347
"1764","Brunei Darussalam (Thousand Dollars)","2018 Jan",59300
"1765","Indonesia (Thousand Dollars)","2022 Jan",1854718
"1766","Indonesia (Thousand Dollars)","2021 Dec",1952388
"1767","Indonesia (Thousand Dollars)","2021 Nov",1988497
"1768","Indonesia (Thousand Dollars)","2021 Oct",1763060
"1769","Indonesia (Thousand Dollars)","2021 Sep",1706208
"1770","Indonesia (Thousand Dollars)","2021 Aug",1719227
"1771","Indonesia (Thousand Dollars)","2021 Jul",1601948
"1772","Indonesia (Thousand Dollars)","2021 Jun",1797188
"1773","Indonesia (Thousand Dollars)","2021 May",1444970
"1774","Indonesia (Thousand Dollars)","2021 Apr",1809239
"1775","Indonesia (Thousand Dollars)","2021 Mar",1750120
"1776","Indonesia (Thousand Dollars)","2021 Feb",1456104
"1777","Indonesia (Thousand Dollars)","2021 Jan",1433768
"1778","Indonesia (Thousand Dollars)","2020 Dec",1455271
"1779","Indonesia (Thousand Dollars)","2020 Nov",1369285
"1780","Indonesia (Thousand Dollars)","2020 Oct",1456209
"1781","Indonesia (Thousand Dollars)","2020 Sep",1526861
"1782","Indonesia (Thousand Dollars)","2020 Aug",1530155
"1783","Indonesia (Thousand Dollars)","2020 Jul",1602915
"1784","Indonesia (Thousand Dollars)","2020 Jun",1337827
"1785","Indonesia (Thousand Dollars)","2020 May",1226045
"1786","Indonesia (Thousand Dollars)","2020 Apr",1735603
"1787","Indonesia (Thousand Dollars)","2020 Mar",2093275
"1788","Indonesia (Thousand Dollars)","2020 Feb",2180859
"1789","Indonesia (Thousand Dollars)","2020 Jan",1736989
"1790","Indonesia (Thousand Dollars)","2019 Dec",1560013
"1791","Indonesia (Thousand Dollars)","2019 Nov",1708391
"1792","Indonesia (Thousand Dollars)","2019 Oct",1836541
"1793","Indonesia (Thousand Dollars)","2019 Sep",2041034
"1794","Indonesia (Thousand Dollars)","2019 Aug",2047681
"1795","Indonesia (Thousand Dollars)","2019 Jul",1946313
"1796","Indonesia (Thousand Dollars)","2019 Jun",1713916
"1797","Indonesia (Thousand Dollars)","2019 May",1768689
"1798","Indonesia (Thousand Dollars)","2019 Apr",1394245
"1799","Indonesia (Thousand Dollars)","2019 Mar",1823857
"1800","Indonesia (Thousand Dollars)","2019 Feb",1704454
"1801","Indonesia (Thousand Dollars)","2019 Jan",1747206
"1802","Indonesia (Thousand Dollars)","2018 Dec",1824895
"1803","Indonesia (Thousand Dollars)","2018 Nov",1563252
"1804","Indonesia (Thousand Dollars)","2018 Oct",2001409
"1805","Indonesia (Thousand Dollars)","2018 Sep",1621939
"1806","Indonesia (Thousand Dollars)","2018 Aug",1792069
"1807","Indonesia (Thousand Dollars)","2018 Jul",1844128
"1808","Indonesia (Thousand Dollars)","2018 Jun",1408738
"1809","Indonesia (Thousand Dollars)","2018 May",1741855
"1810","Indonesia (Thousand Dollars)","2018 Apr",1579756
"1811","Indonesia (Thousand Dollars)","2018 Mar",1781629
